Note: The temperature values on this sheet are 1,000-yr averages. ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Age;Summer Temp;1sigma+;1sigma-;2sigma+;2sigma-;;Age;ORBIT;;Age;MEBM;;Age;GLAC1D;;Age;ICE-6G;
(ka);(C);(C);(C);(C);(C);;(ka);(C);;(ka);(C);;(ka);(C);;(ka);(C);
5,379;0,04;0,32;-0,23;0,59;-0,50;;;;;;;;;;;;;
5,380;0,04;0,31;-0,24;0,59;-0,51;;;;;;;;;;;;;
5,381;0,03;0,31;-0,24;0,58;-0,51;;;;;;;;;;;;;
5,382;0,03;0,31;-0,24;0,58;-0,51;;;;;;;;;;;;;
5,383;0,03;0,31;-0,24;0,58;-0,51;;;;;;;;;;;;;
5,384;0,03;0,31;-0,24;0,58;-0,51;;;;;;;;;;;;;
5,385;0,03;0,31;-0,24;0,58;-0,51;;;;;;;;;;;;;
5,386;0,03;0,30;-0,24;0,58;-0,52;;;;;;;;;;;;;
5,387;0,02;0,30;-0,25;0,58;-0,52;;;;;;;;;;;;;
5,388;0,02;0,30;-0,25;0,58;-0,52;;;;;;;;;;;;;
5,389;0,02;0,30;-0,25;0,57;-0,52;;;;;;;;;;;;;
5,390;0,02;0,30;-0,25;0,57;-0,52;;;;;;;;;;;;;
5,391;0,02;0,29;-0,25;0,57;-0,52;;;;;;;;;;;;;
5,392;0,02;0,29;-0,25;0,57;-0,52;;;;;;;;;;;;;
5,393;0,02;0,29;-0,26;0,57;-0,53;;;;;;;;;;;;;
5,394;0,01;0,29;-0,26;0,56;-0,53;;;;;;;;;;;;;
5,395;0,01;0,29;-0,26;0,56;-0,53;;;;;;;;;;;;;
5,396;0,01;0,28;-0,26;0,56;-0,53;;;;;;;;;;;;;
5,397;0,01;0,29;-0,26;0,56;-0,53;;;;;;;;;;;;;
5,398;0,01;0,29;-0,26;0,56;-0,53;;;;;;;;;;;;;
5,399;0,01;0,28;-0,26;0,56;-0,53;;;;;;;;;;;;;
5,400;0,01;0,29;-0,26;0,56;-0,53;;;;;;;;;;;;;
5,401;0,01;0,29;-0,26;0,56;-0,53;;;;;;;;;;;;;
5,402;0,01;0,29;-0,26;0,56;-0,53;;;;;;;;;;;;;
5,403;0,01;0,28;-0,26;0,56;-0,53;;;;;;;;;;;;;
5,404;0,00;0,28;-0,27;0,56;-0,54;;;;;;;;;;;;;
5,405;0,00;0,28;-0,27;0,56;-0,54;;;;;;;;;;;;;
5,406;0,00;0,28;-0,27;0,55;-0,54;;;;;;;;;;;;;
5,407;0,00;0,28;-0,27;0,55;-0,54;;;;;;;;;;;;;
5,408;0,00;0,28;-0,27;0,55;-0,54;;;;;;;;;;;;;
5,409;0,00;0,28;-0,27;0,55;-0,54;;;;;;;;;;;;;
5,410;0,00;0,28;-0,27;0,55;-0,54;;;;;;;;;;;;;
5,411;0,00;0,28;-0,27;0,55;-0,54;;;;;;;;;;;;;
5,412;0,00;0,28;-0,27;0,55;-0,54;;;;;;;;;;;;;
5,413;0,00;0,28;-0,27;0,56;-0,54;;;;;;;;;;;;;
5,414;0,00;0,28;-0,27;0,55;-0,54;;;;;;;;;;;;;
5,415;0,00;0,28;-0,27;0,55;-0,54;;;;;;;;;;;;;
5,416;0,00;0,28;-0,27;0,55;-0,54;;;;;;;;;;;;;
5,417;0,00;0,27;-0,27;0,55;-0,54;;;;;;;;;;;;;
5,418;-0,01;0,27;-0,28;0,54;-0,55;;;;;;;;;;;;;
5,419;-0,01;0,27;-0,28;0,55;-0,55;;;;;;;;;;;;;
5,420;-0,01;0,27;-0,28;0,55;-0,55;;;;;;;;;;;;;
5,421;-0,01;0,27;-0,28;0,55;-0,54;;;;;;;;;;;;;
5,422;-0,01;0,27;-0,28;0,55;-0,54;;;;;;;;;;;;;
5,423;-0,01;0,27;-0,28;0,54;-0,55;;;;;;;;;;;;;
5,424;-0,01;0,26;-0,28;0,54;-0,55;;;;;;;;;;;;;
5,425;-0,01;0,26;-0,28;0,54;-0,55;;;;;;;;;;;;;
5,426;-0,02;0,26;-0,29;0,54;-0,56;;;;;;;;;;;;;
5,427;-0,02;0,26;-0,29;0,54;-0,55;;;;;;;;;;;;;
5,428;-0,01;0,26;-0,28;0,54;-0,55;;;;;;;;;;;;;
5,429;-0,02;0,26;-0,28;0,54;-0,55;;;;;;;;;;;;;
5,430;-0,02;0,26;-0,29;0,54;-0,56;;;;;;;;;;;;;
5,431;-0,02;0,26;-0,29;0,54;-0,56;;;;;;;;;;;;;
5,432;-0,02;0,26;-0,29;0,53;-0,56;;;;;;;;;;;;;
5,433;-0,02;0,25;-0,29;0,53;-0,56;;;;;;;;;;;;;
5,434;-0,02;0,25;-0,29;0,53;-0,56;;;;;;;;;;;;;
5,435;-0,02;0,25;-0,29;0,53;-0,56;;;;;;;;;;;;;
5,436;-0,03;0,25;-0,29;0,53;-0,56;;;;;;;;;;;;;
5,437;-0,03;0,25;-0,30;0,53;-0,57;;;;;;;;;;;;;
5,438;-0,03;0,24;-0,30;0,52;-0,57;;;;;;;;;;;;;
5,439;-0,03;0,24;-0,30;0,52;-0,57;;;;;;;;;;;;;
5,440;-0,04;0,24;-0,30;0,52;-0,57;;;;;;;;;;;;;
5,441;-0,04;0,24;-0,31;0,51;-0,58;;;;;;;;;;;;;
5,442;-0,04;0,23;-0,31;0,51;-0,58;;;;;;;;;;;;;
5,443;-0,05;0,23;-0,31;0,51;-0,58;;;;;;;;;;;;;
5,444;-0,05;0,23;-0,31;0,51;-0,58;;;;;;;;;;;;;
5,445;-0,05;0,23;-0,31;0,51;-0,58;;;;;;;;;;;;;
5,446;-0,04;0,23;-0,31;0,51;-0,58;;;;;;;;;;;;;
5,447;-0,05;0,23;-0,31;0,51;-0,58;;;;;;;;;;;;;
5,448;-0,05;0,23;-0,31;0,51;-0,58;;;;;;;;;;;;;
5,449;-0,05;0,23;-0,32;0,50;-0,58;;;;;;;;;;;;;
5,450;-0,05;0,23;-0,32;0,51;-0,58;;;;;;;;;;;;;
5,451;-0,05;0,23;-0,31;0,51;-0,58;;;;;;;;;;;;;
5,452;-0,04;0,23;-0,31;0,51;-0,58;;;;;;;;;;;;;
5,453;-0,04;0,23;-0,31;0,51;-0,58;;;;;;;;;;;;;
5,454;-0,04;0,24;-0,31;0,51;-0,58;;;;;;;;;;;;;
5,455;-0,04;0,24;-0,31;0,52;-0,57;;;;;;;;;;;;;
5,456;-0,04;0,24;-0,31;0,51;-0,58;;;;;;;;;;;;;
5,457;-0,04;0,24;-0,31;0,51;-0,58;;;;;;;;;;;;;
5,458;-0,04;0,24;-0,31;0,51;-0,58;;;;;;;;;;;;;
5,459;-0,04;0,23;-0,31;0,51;-0,58;;;;;;;;;;;;;
5,460;-0,04;0,24;-0,31;0,51;-0,58;;;;;;;;;;;;;
5,461;-0,04;0,24;-0,31;0,52;-0,57;;;;;;;;;;;;;
5,462;-0,04;0,24;-0,31;0,51;-0,57;;;;;;;;;;;;;
5,463;-0,04;0,24;-0,31;0,51;-0,57;;;;;;;;;;;;;
5,464;-0,04;0,23;-0,31;0,51;-0,58;;;;;;;;;;;;;
5,465;-0,04;0,23;-0,31;0,51;-0,58;;;;;;;;;;;;;
5,466;-0,04;0,23;-0,31;0,51;-0,58;;;;;;;;;;;;;
5,467;-0,04;0,23;-0,31;0,51;-0,58;;;;;;;;;;;;;
5,468;-0,04;0,23;-0,31;0,51;-0,58;;;;;;;;;;;;;
5,469;-0,05;0,23;-0,31;0,51;-0,58;;;;;;;;;;;;;
5,470;-0,05;0,23;-0,31;0,51;-0,58;;;;;;;;;;;;;
5,471;-0,05;0,23;-0,32;0,50;-0,58;;;;;;;;;;;;;
5,472;-0,05;0,22;-0,32;0,50;-0,59;;;;;;;;;;;;;
5,473;-0,06;0,22;-0,32;0,50;-0,59;;;;;;;;;;;;;
5,474;-0,06;0,22;-0,32;0,50;-0,59;;;;;;;;;;;;;
5,475;-0,06;0,22;-0,33;0,49;-0,59;;;;;;;;;;;;;
5,476;-0,06;0,21;-0,33;0,49;-0,60;;;;;;;;;;;;;
5,477;-0,06;0,21;-0,33;0,49;-0,60;;;;;;;;;;;;;
5,478;-0,07;0,21;-0,33;0,49;-0,60;;;;;;;;;;;;;
5,479;-0,07;0,21;-0,34;0,49;-0,60;;;;;;;;;;;;;
5,480;-0,07;0,21;-0,34;0,49;-0,60;;;;;;;;;;;;;
5,481;-0,06;0,21;-0,33;0,49;-0,60;;;;;;;;;;;;;
5,482;-0,07;0,21;-0,33;0,49;-0,60;;;;;;;;;;;;;
5,483;-0,07;0,21;-0,33;0,49;-0,60;;;;;;;;;;;;;
5,484;-0,07;0,21;-0,33;0,49;-0,60;;;;;;;;;;;;;
5,485;-0,07;0,21;-0,33;0,49;-0,60;;;;;;;;;;;;;
5,486;-0,07;0,21;-0,33;0,49;-0,60;;;;;;;;;;;;;
5,487;-0,06;0,21;-0,33;0,49;-0,60;;;;;;;;;;;;;
5,488;-0,06;0,22;-0,33;0,50;-0,59;;;;;;;;;;;;;
5,489;-0,06;0,22;-0,32;0,50;-0,59;;;;;;;;;;;;;
5,490;-0,06;0,22;-0,32;0,50;-0,59;;;;;;;;;;;;;
5,491;-0,06;0,22;-0,32;0,50;-0,59;;;;;;;;;;;;;
5,492;-0,06;0,22;-0,33;0,50;-0,59;;;;;;;;;;;;;
5,493;-0,06;0,22;-0,33;0,50;-0,59;;;;;;;;;;;;;
5,494;-0,06;0,22;-0,33;0,50;-0,59;;;;;;;;;;;;;
5,495;-0,06;0,22;-0,33;0,50;-0,59;;;;;;;;;;;;;
5,496;-0,06;0,22;-0,33;0,50;-0,59;;;;;;;;;;;;;
5,497;-0,06;0,22;-0,33;0,49;-0,59;;;;;;;;;;;;;
5,498;-0,06;0,22;-0,33;0,49;-0,59;;;;;;;;;;;;;
5,499;-0,06;0,22;-0,33;0,50;-0,59;;;;;;;;;;;;;
5,500;-0,06;0,22;-0,32;0,50;-0,59;;;;;;;;;;;;;
5,501;-0,06;0,22;-0,33;0,50;-0,59;;;;;;;;;;;;;
5,502;-0,06;0,22;-0,33;0,49;-0,59;;;;;;;;;;;;;
5,503;-0,06;0,22;-0,33;0,49;-0,59;;;;;;;;;;;;;
5,504;-0,06;0,22;-0,33;0,49;-0,59;;;;;;;;;;;;;
5,505;-0,06;0,21;-0,33;0,49;-0,60;;;;;;;;;;;;;
5,506;-0,07;0,21;-0,33;0,49;-0,60;;;;;;;;;;;;;
5,507;-0,07;0,21;-0,33;0,49;-0,60;;;;;;;;;;;;;
5,508;-0,07;0,21;-0,33;0,49;-0,60;;;;;;;;;;;;;
5,509;-0,07;0,21;-0,33;0,49;-0,60;;;;;;;;;;;;;
5,510;-0,07;0,21;-0,33;0,49;-0,60;;;;;;;;;;;;;
5,511;-0,07;0,21;-0,33;0,49;-0,60;;;;;;;;;;;;;
5,512;-0,07;0,21;-0,33;0,49;-0,60;;;;;;;;;;;;;
5,513;-0,06;0,22;-0,33;0,49;-0,59;;;;;;;;;;;;;
5,514;-0,06;0,22;-0,32;0,50;-0,59;;;;;;;;;;;;;
5,515;-0,05;0,22;-0,32;0,50;-0,59;;;;;;;;;;;;;
5,516;-0,06;0,22;-0,32;0,50;-0,59;;;;;;;;;;;;;
5,517;-0,06;0,22;-0,32;0,50;-0,59;;;;;;;;;;;;;
5,518;-0,06;0,22;-0,32;0,50;-0,59;;;;;;;;;;;;;
5,519;-0,06;0,22;-0,33;0,50;-0,59;;;;;;;;;;;;;
5,520;-0,07;0,21;-0,33;0,49;-0,60;;;;;;;;;;;;;
5,521;-0,07;0,21;-0,33;0,49;-0,60;;;;;;;;;;;;;
5,522;-0,07;0,21;-0,34;0,49;-0,60;;;;;;;;;;;;;
5,523;-0,07;0,21;-0,34;0,49;-0,60;;;;;;;;;;;;;
5,524;-0,07;0,21;-0,34;0,49;-0,60;;;;;;;;;;;;;
5,525;-0,07;0,21;-0,34;0,49;-0,60;;;;;;;;;;;;;
5,526;-0,07;0,21;-0,34;0,49;-0,60;;;;;;;;;;;;;
5,527;-0,07;0,21;-0,34;0,49;-0,60;;;;;;;;;;;;;
5,528;-0,08;0,20;-0,34;0,48;-0,61;;;;;;;;;;;;;
5,529;-0,08;0,20;-0,34;0,48;-0,61;;;;;;;;;;;;;
5,530;-0,08;0,20;-0,34;0,48;-0,61;;;;;;;;;;;;;
5,531;-0,08;0,20;-0,35;0,48;-0,61;;;;;;;;;;;;;
5,532;-0,08;0,20;-0,35;0,48;-0,61;;;;;;;;;;;;;
5,533;-0,08;0,20;-0,35;0,48;-0,61;;;;;;;;;;;;;
5,534;-0,08;0,20;-0,35;0,48;-0,61;;;;;;;;;;;;;
5,535;-0,09;0,19;-0,35;0,47;-0,62;;;;;;;;;;;;;
5,536;-0,09;0,19;-0,35;0,47;-0,62;;;;;;;;;;;;;
5,537;-0,09;0,19;-0,35;0,47;-0,62;;;;;;;;;;;;;
5,538;-0,09;0,19;-0,35;0,47;-0,62;;;;;;;;;;;;;
5,539;-0,09;0,19;-0,36;0,47;-0,62;;;;;;;;;;;;;
5,540;-0,09;0,19;-0,36;0,47;-0,62;;;;;;;;;;;;;
5,541;-0,09;0,19;-0,36;0,47;-0,62;;;;;;;;;;;;;
5,542;-0,09;0,19;-0,36;0,47;-0,62;;;;;;;;;;;;;
5,543;-0,09;0,19;-0,36;0,47;-0,62;;;;;;;;;;;;;
5,544;-0,10;0,18;-0,36;0,46;-0,63;;;;;;;;;;;;;
5,545;-0,10;0,18;-0,36;0,46;-0,63;;;;;;;;;;;;;
5,546;-0,10;0,18;-0,37;0,46;-0,63;;;;;;;;;;;;;
5,547;-0,10;0,18;-0,36;0,46;-0,63;;;;;;;;;;;;;
5,548;-0,10;0,18;-0,37;0,46;-0,63;;;;;;;;;;;;;
5,549;-0,10;0,18;-0,37;0,46;-0,63;;;;;;;;;;;;;
5,550;-0,10;0,18;-0,37;0,45;-0,63;;;;;;;;;;;;;
5,551;-0,10;0,18;-0,37;0,46;-0,63;;;;;;;;;;;;;
5,552;-0,11;0,17;-0,37;0,45;-0,64;;;;;;;;;;;;;
5,553;-0,11;0,17;-0,37;0,45;-0,64;;;;;;;;;;;;;
5,554;-0,11;0,17;-0,38;0,45;-0,64;;;;;;;;;;;;;
5,555;-0,11;0,17;-0,37;0,45;-0,64;;;;;;;;;;;;;
5,556;-0,11;0,17;-0,37;0,45;-0,64;;;;;;;;;;;;;
5,557;-0,11;0,17;-0,37;0,45;-0,64;;;;;;;;;;;;;
5,558;-0,11;0,17;-0,37;0,45;-0,64;;;;;;;;;;;;;
5,559;-0,11;0,17;-0,37;0,45;-0,64;;;;;;;;;;;;;
5,560;-0,11;0,17;-0,37;0,45;-0,64;;;;;;;;;;;;;
5,561;-0,11;0,17;-0,37;0,45;-0,64;;;;;;;;;;;;;
5,562;-0,11;0,17;-0,38;0,45;-0,64;;;;;;;;;;;;;
5,563;-0,11;0,17;-0,37;0,45;-0,64;;;;;;;;;;;;;
5,564;-0,11;0,18;-0,37;0,46;-0,63;;;;;;;;;;;;;
5,565;-0,11;0,18;-0,37;0,46;-0,63;;;;;;;;;;;;;
5,566;-0,11;0,17;-0,37;0,46;-0,63;;;;;;;;;;;;;
5,567;-0,11;0,17;-0,37;0,45;-0,63;;;;;;;;;;;;;
5,568;-0,11;0,17;-0,37;0,46;-0,63;;;;;;;;;;;;;
5,569;-0,11;0,18;-0,37;0,46;-0,63;;;;;;;;;;;;;
5,570;-0,11;0,17;-0,37;0,46;-0,63;;;;;;;;;;;;;
5,571;-0,11;0,17;-0,37;0,45;-0,64;;;;;;;;;;;;;
5,572;-0,11;0,17;-0,37;0,45;-0,64;;;;;;;;;;;;;
5,573;-0,11;0,17;-0,37;0,45;-0,64;;;;;;;;;;;;;
5,574;-0,11;0,17;-0,38;0,45;-0,64;;;;;;;;;;;;;
5,575;-0,11;0,17;-0,38;0,45;-0,64;;;;;;;;;;;;;
5,576;-0,12;0,16;-0,38;0,44;-0,65;;;;;;;;;;;;;
5,577;-0,12;0,16;-0,38;0,44;-0,65;;;;;;;;;;;;;
5,578;-0,12;0,16;-0,38;0,44;-0,64;;;;;;;;;;;;;
5,579;-0,12;0,16;-0,38;0,44;-0,65;;;;;;;;;;;;;
5,580;-0,12;0,16;-0,38;0,44;-0,65;;;;;;;;;;;;;
5,581;-0,13;0,16;-0,39;0,44;-0,65;;;;;;;;;;;;;
5,582;-0,13;0,15;-0,39;0,44;-0,65;;;;;;;;;;;;;
5,583;-0,13;0,15;-0,39;0,43;-0,65;;;;;;;;;;;;;
5,584;-0,13;0,16;-0,39;0,44;-0,65;;;;;;;;;;;;;
5,585;-0,12;0,16;-0,39;0,44;-0,65;;;;;;;;;;;;;
5,586;-0,12;0,16;-0,38;0,44;-0,65;;;;;;;;;;;;;
5,587;-0,12;0,16;-0,38;0,44;-0,65;;;;;;;;;;;;;
5,588;-0,12;0,16;-0,39;0,44;-0,65;;;;;;;;;;;;;
5,589;-0,13;0,16;-0,39;0,44;-0,65;;;;;;;;;;;;;
5,590;-0,13;0,15;-0,39;0,44;-0,65;;;;;;;;;;;;;
5,591;-0,13;0,16;-0,39;0,44;-0,65;;;;;;;;;;;;;
5,592;-0,12;0,16;-0,39;0,44;-0,65;;;;;;;;;;;;;
5,593;-0,12;0,16;-0,39;0,44;-0,65;;;;;;;;;;;;;
5,594;-0,12;0,16;-0,39;0,44;-0,65;;;;;;;;;;;;;
5,595;-0,12;0,16;-0,39;0,44;-0,65;;;;;;;;;;;;;
5,596;-0,13;0,15;-0,39;0,44;-0,65;;;;;;;;;;;;;
5,597;-0,13;0,15;-0,39;0,43;-0,65;;;;;;;;;;;;;
5,598;-0,13;0,15;-0,39;0,43;-0,66;;;;;;;;;;;;;
5,599;-0,13;0,15;-0,39;0,43;-0,66;;;;;;;;;;;;;
5,600;-0,14;0,15;-0,40;0,43;-0,66;;;;;;;;;;;;;
5,601;-0,14;0,14;-0,40;0,43;-0,66;;;;;;;;;;;;;
5,602;-0,14;0,14;-0,40;0,42;-0,66;;;;;;;;;;;;;
5,603;-0,14;0,14;-0,40;0,42;-0,67;;;;;;;;;;;;;
5,604;-0,14;0,14;-0,40;0,42;-0,67;;;;;;;;;;;;;
5,605;-0,14;0,14;-0,40;0,42;-0,67;;;;;;;;;;;;;
5,606;-0,14;0,14;-0,40;0,42;-0,67;;;;;;;;;;;;;
5,607;-0,14;0,14;-0,41;0,42;-0,67;;;;;;;;;;;;;
5,608;-0,15;0,14;-0,41;0,42;-0,67;;;;;;;;;;;;;
5,609;-0,15;0,14;-0,41;0,42;-0,67;;;;;;;;;;;;;
5,610;-0,14;0,14;-0,41;0,42;-0,67;;;;;;;;;;;;;
5,611;-0,14;0,14;-0,41;0,42;-0,67;;;;;;;;;;;;;
5,612;-0,14;0,14;-0,40;0,43;-0,66;;;;;;;;;;;;;
5,613;-0,14;0,14;-0,40;0,43;-0,66;;;;;;;;;;;;;
5,614;-0,14;0,14;-0,40;0,43;-0,66;;;;;;;;;;;;;
5,615;-0,14;0,14;-0,40;0,43;-0,66;;;;;;;;;;;;;
5,616;-0,14;0,14;-0,40;0,42;-0,66;;;;;;;;;;;;;
5,617;-0,14;0,14;-0,40;0,42;-0,67;;;;;;;;;;;;;
5,618;-0,14;0,14;-0,40;0,42;-0,66;;;;;;;;;;;;;
5,619;-0,14;0,14;-0,40;0,42;-0,66;;;;;;;;;;;;;
5,620;-0,14;0,14;-0,40;0,43;-0,66;;;;;;;;;;;;;
5,621;-0,14;0,14;-0,40;0,42;-0,66;;;;;;;;;;;;;
5,622;-0,14;0,14;-0,41;0,42;-0,67;;;;;;;;;;;;;
5,623;-0,14;0,14;-0,41;0,42;-0,67;;;;;;;;;;;;;
5,624;-0,14;0,14;-0,41;0,42;-0,67;;;;;;;;;;;;;
5,625;-0,14;0,14;-0,40;0,42;-0,67;;;;;;;;;;;;;
5,626;-0,14;0,14;-0,40;0,43;-0,66;;;;;;;;;;;;;
5,627;-0,14;0,14;-0,40;0,42;-0,67;;;;;;;;;;;;;
5,628;-0,14;0,14;-0,41;0,42;-0,67;;;;;;;;;;;;;
5,629;-0,15;0,14;-0,41;0,42;-0,67;;;;;;;;;;;;;
5,630;-0,15;0,13;-0,41;0,42;-0,67;;;;;;;;;;;;;
5,631;-0,15;0,13;-0,41;0,41;-0,68;;;;;;;;;;;;;
5,632;-0,16;0,13;-0,42;0,41;-0,68;;;;;;;;;;;;;
5,633;-0,16;0,12;-0,42;0,41;-0,68;;;;;;;;;;;;;
5,634;-0,16;0,12;-0,42;0,41;-0,68;;;;;;;;;;;;;
5,635;-0,16;0,13;-0,42;0,41;-0,68;;;;;;;;;;;;;
5,636;-0,16;0,13;-0,42;0,41;-0,68;;;;;;;;;;;;;
5,637;-0,15;0,13;-0,42;0,41;-0,68;;;;;;;;;;;;;
5,638;-0,15;0,13;-0,41;0,41;-0,68;;;;;;;;;;;;;
5,639;-0,15;0,13;-0,42;0,41;-0,68;;;;;;;;;;;;;
5,640;-0,16;0,12;-0,42;0,41;-0,68;;;;;;;;;;;;;
5,641;-0,17;0,12;-0,43;0,40;-0,69;;;;;;;;;;;;;
5,642;-0,17;0,12;-0,43;0,40;-0,69;;;;;;;;;;;;;
5,643;-0,17;0,12;-0,43;0,40;-0,69;;;;;;;;;;;;;
5,644;-0,17;0,12;-0,43;0,40;-0,69;;;;;;;;;;;;;
5,645;-0,17;0,12;-0,43;0,40;-0,69;;;;;;;;;;;;;
5,646;-0,17;0,11;-0,43;0,40;-0,69;;;;;;;;;;;;;
5,647;-0,17;0,12;-0,43;0,40;-0,69;;;;;;;;;;;;;
5,648;-0,17;0,11;-0,43;0,40;-0,69;;;;;;;;;;;;;
5,649;-0,17;0,11;-0,43;0,40;-0,69;;;;;;;;;;;;;
5,650;-0,17;0,11;-0,43;0,40;-0,69;;;;;;;;;;;;;
5,651;-0,17;0,11;-0,43;0,40;-0,69;;;;;;;;;;;;;
5,652;-0,18;0,11;-0,44;0,39;-0,70;;;;;;;;;;;;;
5,653;-0,18;0,11;-0,44;0,39;-0,70;;;;;;;;;;;;;
5,654;-0,18;0,10;-0,44;0,39;-0,70;;;;;;;;;;;;;
5,655;-0,18;0,11;-0,44;0,39;-0,70;;;;;;;;;;;;;
5,656;-0,18;0,10;-0,44;0,39;-0,70;;;;;;;;;;;;;
5,657;-0,18;0,10;-0,44;0,39;-0,70;;;;;;;;;;;;;
5,658;-0,18;0,10;-0,44;0,39;-0,70;;;;;;;;;;;;;
5,659;-0,18;0,10;-0,44;0,39;-0,70;;;;;;;;;;;;;
5,660;-0,18;0,10;-0,45;0,38;-0,71;;;;;;;;;;;;;
5,661;-0,18;0,10;-0,45;0,38;-0,71;;;;;;;;;;;;;
5,662;-0,18;0,10;-0,44;0,39;-0,70;;;;;;;;;;;;;
5,663;-0,18;0,10;-0,44;0,38;-0,71;;;;;;;;;;;;;
5,664;-0,19;0,10;-0,45;0,38;-0,71;;;;;;;;;;;;;
5,665;-0,19;0,09;-0,45;0,38;-0,71;;;;;;;;;;;;;
5,666;-0,19;0,09;-0,45;0,38;-0,71;;;;;;;;;;;;;
5,667;-0,19;0,09;-0,45;0,38;-0,71;;;;;;;;;;;;;
5,668;-0,19;0,09;-0,45;0,38;-0,71;;;;;;;;;;;;;
5,669;-0,19;0,09;-0,46;0,37;-0,72;;;;;;;;;;;;;
5,670;-0,20;0,09;-0,46;0,37;-0,72;;;;;;;;;;;;;
5,671;-0,20;0,08;-0,46;0,37;-0,72;;;;;;;;;;;;;
5,672;-0,20;0,08;-0,46;0,37;-0,72;;;;;;;;;;;;;
5,673;-0,21;0,08;-0,47;0,36;-0,73;;;;;;;;;;;;;
5,674;-0,21;0,08;-0,47;0,36;-0,73;;;;;;;;;;;;;
5,675;-0,21;0,07;-0,47;0,36;-0,73;;;;;;;;;;;;;
5,676;-0,21;0,07;-0,47;0,35;-0,73;;;;;;;;;;;;;
5,677;-0,22;0,07;-0,48;0,35;-0,74;;;;;;;;;;;;;
5,678;-0,22;0,07;-0,48;0,35;-0,74;;;;;;;;;;;;;
5,679;-0,21;0,07;-0,48;0,35;-0,74;;;;;;;;;;;;;
5,680;-0,21;0,07;-0,47;0,36;-0,73;;;;;;;;;;;;;
5,681;-0,21;0,07;-0,47;0,36;-0,73;;;;;;;;;;;;;
5,682;-0,21;0,07;-0,47;0,36;-0,73;;;;;;;;;;;;;
5,683;-0,21;0,07;-0,47;0,36;-0,73;;;;;;;;;;;;;
5,684;-0,22;0,07;-0,48;0,35;-0,74;;;;;;;;;;;;;
5,685;-0,22;0,07;-0,48;0,35;-0,74;;;;;;;;;;;;;
5,686;-0,22;0,06;-0,48;0,35;-0,74;;;;;;;;;;;;;
5,687;-0,22;0,06;-0,48;0,35;-0,74;;;;;;;;;;;;;
5,688;-0,22;0,06;-0,48;0,35;-0,74;;;;;;;;;;;;;
5,689;-0,23;0,06;-0,49;0,34;-0,75;;;;;;;;;;;;;
5,690;-0,22;0,06;-0,48;0,35;-0,74;;;;;;;;;;;;;
5,691;-0,22;0,06;-0,48;0,35;-0,74;;;;;;;;;;;;;
5,692;-0,22;0,06;-0,48;0,35;-0,74;;;;;;;;;;;;;
5,693;-0,23;0,06;-0,48;0,34;-0,74;;;;;;;;;;;;;
5,694;-0,23;0,06;-0,48;0,34;-0,74;;;;;;;;;;;;;
5,695;-0,22;0,06;-0,48;0,35;-0,74;;;;;;;;;;;;;
5,696;-0,22;0,06;-0,48;0,35;-0,74;;;;;;;;;;;;;
5,697;-0,22;0,06;-0,48;0,35;-0,74;;;;;;;;;;;;;
5,698;-0,23;0,06;-0,49;0,34;-0,74;;;;;;;;;;;;;
5,699;-0,22;0,06;-0,48;0,35;-0,74;;;;;;;;;;;;;
5,700;-0,23;0,06;-0,49;0,34;-0,75;;;;;;;;;;;;;
5,701;-0,23;0,06;-0,49;0,35;-0,74;;;;;;;;;;;;;
5,702;-0,23;0,06;-0,48;0,35;-0,74;;;;;;;;;;;;;
5,703;-0,22;0,06;-0,48;0,35;-0,74;;;;;;;;;;;;;
5,704;-0,22;0,06;-0,48;0,35;-0,74;;;;;;;;;;;;;
5,705;-0,22;0,06;-0,48;0,35;-0,74;;;;;;;;;;;;;
5,706;-0,22;0,06;-0,48;0,35;-0,74;;;;;;;;;;;;;
5,707;-0,22;0,06;-0,48;0,35;-0,74;;;;;;;;;;;;;
5,708;-0,22;0,07;-0,48;0,35;-0,74;;;;;;;;;;;;;
5,709;-0,22;0,07;-0,48;0,35;-0,74;;;;;;;;;;;;;
5,710;-0,22;0,07;-0,48;0,35;-0,74;;;;;;;;;;;;;
5,711;-0,22;0,07;-0,48;0,35;-0,74;;;;;;;;;;;;;
5,712;-0,22;0,07;-0,48;0,36;-0,74;;;;;;;;;;;;;
5,713;-0,22;0,07;-0,48;0,35;-0,74;;;;;;;;;;;;;
5,714;-0,22;0,07;-0,48;0,35;-0,74;;;;;;;;;;;;;
5,715;-0,22;0,06;-0,48;0,35;-0,74;;;;;;;;;;;;;
5,716;-0,22;0,07;-0,48;0,35;-0,74;;;;;;;;;;;;;
5,717;-0,22;0,07;-0,48;0,35;-0,74;;;;;;;;;;;;;
5,718;-0,22;0,07;-0,48;0,36;-0,74;;;;;;;;;;;;;
5,719;-0,22;0,07;-0,48;0,35;-0,74;;;;;;;;;;;;;
5,720;-0,22;0,07;-0,48;0,35;-0,74;;;;;;;;;;;;;
5,721;-0,22;0,07;-0,48;0,36;-0,74;;;;;;;;;;;;;
5,722;-0,22;0,07;-0,48;0,36;-0,74;;;;;;;;;;;;;
5,723;-0,22;0,07;-0,48;0,36;-0,74;;;;;;;;;;;;;
5,724;-0,21;0,07;-0,47;0,36;-0,73;;;;;;;;;;;;;
