Note: The temperature values on this sheet are 1,000-yr averages. ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Age;Summer Temp;1sigma+;1sigma-;2sigma+;2sigma-;;Age;ORBIT;;Age;MEBM;;Age;GLAC1D;;Age;ICE-6G;
(ka);(C);(C);(C);(C);(C);;(ka);(C);;(ka);(C);;(ka);(C);;(ka);(C);
5,725;-0,21;0,07;-0,47;0,36;-0,73;;;;;;;;;;;;;
5,726;-0,21;0,08;-0,47;0,36;-0,73;;;;;;;;;;;;;
5,727;-0,21;0,08;-0,47;0,37;-0,73;;;;;;;;;;;;;
5,728;-0,20;0,08;-0,46;0,37;-0,72;;;;;;;;;;;;;
5,729;-0,20;0,09;-0,46;0,38;-0,72;;;;;;;;;;;;;
5,730;-0,20;0,09;-0,46;0,37;-0,72;;;;;;;;;;;;;
5,731;-0,20;0,08;-0,46;0,37;-0,72;;;;;;;;;;;;;
5,732;-0,21;0,08;-0,47;0,37;-0,72;;;;;;;;;;;;;
5,733;-0,21;0,08;-0,47;0,37;-0,73;;;;;;;;;;;;;
5,734;-0,21;0,08;-0,47;0,37;-0,73;;;;;;;;;;;;;
5,735;-0,21;0,08;-0,47;0,37;-0,73;;;;;;;;;;;;;
5,736;-0,21;0,08;-0,46;0,37;-0,72;;;;;;;;;;;;;
5,737;-0,20;0,09;-0,46;0,37;-0,72;;;;;;;;;;;;;
5,738;-0,20;0,09;-0,46;0,38;-0,72;;;;;;;;;;;;;
5,739;-0,19;0,09;-0,45;0,38;-0,71;;;;;;;;;;;;;
5,740;-0,19;0,09;-0,45;0,38;-0,71;;;;;;;;;;;;;
5,741;-0,20;0,09;-0,46;0,38;-0,72;;;;;;;;;;;;;
5,742;-0,20;0,09;-0,46;0,37;-0,72;;;;;;;;;;;;;
5,743;-0,20;0,09;-0,46;0,37;-0,72;;;;;;;;;;;;;
5,744;-0,20;0,09;-0,46;0,37;-0,72;;;;;;;;;;;;;
5,745;-0,20;0,09;-0,46;0,37;-0,72;;;;;;;;;;;;;
5,746;-0,20;0,09;-0,46;0,37;-0,72;;;;;;;;;;;;;
5,747;-0,20;0,08;-0,46;0,37;-0,72;;;;;;;;;;;;;
5,748;-0,20;0,08;-0,46;0,37;-0,72;;;;;;;;;;;;;
5,749;-0,20;0,08;-0,46;0,37;-0,72;;;;;;;;;;;;;
5,750;-0,20;0,08;-0,46;0,37;-0,72;;;;;;;;;;;;;
5,751;-0,20;0,08;-0,46;0,37;-0,72;;;;;;;;;;;;;
5,752;-0,20;0,09;-0,46;0,37;-0,72;;;;;;;;;;;;;
5,753;-0,20;0,09;-0,46;0,37;-0,72;;;;;;;;;;;;;
5,754;-0,20;0,09;-0,46;0,37;-0,72;;;;;;;;;;;;;
5,755;-0,20;0,09;-0,46;0,37;-0,72;;;;;;;;;;;;;
5,756;-0,20;0,09;-0,46;0,37;-0,72;;;;;;;;;;;;;
5,757;-0,20;0,08;-0,46;0,37;-0,72;;;;;;;;;;;;;
5,758;-0,21;0,08;-0,47;0,37;-0,73;;;;;;;;;;;;;
5,759;-0,21;0,08;-0,47;0,37;-0,72;;;;;;;;;;;;;
5,760;-0,21;0,08;-0,46;0,37;-0,72;;;;;;;;;;;;;
5,761;-0,20;0,09;-0,46;0,38;-0,72;;;;;;;;;;;;;
5,762;-0,20;0,09;-0,46;0,38;-0,72;;;;;;;;;;;;;
5,763;-0,20;0,09;-0,46;0,38;-0,72;;;;;;;;;;;;;
5,764;-0,20;0,09;-0,46;0,38;-0,72;;;;;;;;;;;;;
5,765;-0,20;0,09;-0,45;0,38;-0,71;;;;;;;;;;;;;
5,766;-0,19;0,10;-0,45;0,39;-0,71;;;;;;;;;;;;;
5,767;-0,19;0,10;-0,45;0,39;-0,71;;;;;;;;;;;;;
5,768;-0,19;0,10;-0,45;0,39;-0,71;;;;;;;;;;;;;
5,769;-0,19;0,09;-0,45;0,38;-0,71;;;;;;;;;;;;;
5,770;-0,20;0,09;-0,46;0,38;-0,72;;;;;;;;;;;;;
5,771;-0,19;0,10;-0,45;0,38;-0,71;;;;;;;;;;;;;
5,772;-0,19;0,10;-0,45;0,39;-0,71;;;;;;;;;;;;;
5,773;-0,20;0,09;-0,46;0,38;-0,72;;;;;;;;;;;;;
5,774;-0,19;0,09;-0,45;0,38;-0,71;;;;;;;;;;;;;
5,775;-0,20;0,09;-0,46;0,38;-0,72;;;;;;;;;;;;;
5,776;-0,20;0,09;-0,46;0,38;-0,72;;;;;;;;;;;;;
5,777;-0,20;0,09;-0,46;0,38;-0,72;;;;;;;;;;;;;
5,778;-0,20;0,09;-0,46;0,38;-0,72;;;;;;;;;;;;;
5,779;-0,20;0,09;-0,46;0,38;-0,72;;;;;;;;;;;;;
5,780;-0,20;0,09;-0,46;0,38;-0,72;;;;;;;;;;;;;
5,781;-0,20;0,09;-0,46;0,38;-0,72;;;;;;;;;;;;;
5,782;-0,19;0,10;-0,45;0,39;-0,71;;;;;;;;;;;;;
5,783;-0,19;0,10;-0,45;0,39;-0,71;;;;;;;;;;;;;
5,784;-0,19;0,10;-0,45;0,39;-0,71;;;;;;;;;;;;;
5,785;-0,19;0,10;-0,45;0,39;-0,71;;;;;;;;;;;;;
5,786;-0,20;0,09;-0,46;0,38;-0,72;;;;;;;;;;;;;
5,787;-0,20;0,09;-0,46;0,38;-0,72;;;;;;;;;;;;;
5,788;-0,20;0,09;-0,46;0,38;-0,72;;;;;;;;;;;;;
5,789;-0,20;0,09;-0,46;0,38;-0,72;;;;;;;;;;;;;
5,790;-0,20;0,09;-0,46;0,38;-0,72;;;;;;;;;;;;;
5,791;-0,20;0,09;-0,46;0,38;-0,72;;;;;;;;;;;;;
5,792;-0,20;0,09;-0,46;0,39;-0,72;;;;;;;;;;;;;
5,793;-0,20;0,09;-0,46;0,39;-0,72;;;;;;;;;;;;;
5,794;-0,20;0,09;-0,46;0,38;-0,72;;;;;;;;;;;;;
5,795;-0,20;0,09;-0,46;0,38;-0,72;;;;;;;;;;;;;
5,796;-0,20;0,09;-0,46;0,38;-0,72;;;;;;;;;;;;;
5,797;-0,20;0,09;-0,46;0,39;-0,72;;;;;;;;;;;;;
5,798;-0,20;0,10;-0,46;0,39;-0,72;;;;;;;;;;;;;
5,799;-0,19;0,10;-0,45;0,39;-0,71;;;;;;;;;;;;;
5,800;-0,19;0,10;-0,45;0,39;-0,71;;;;;;;;;;;;;
5,801;-0,19;0,10;-0,45;0,39;-0,71;;;;;;;;;;;;;
5,802;-0,19;0,10;-0,45;0,40;-0,71;;;;;;;;;;;;;
5,803;-0,19;0,11;-0,45;0,40;-0,71;;;;;;;;;;;;;
5,804;-0,18;0,11;-0,44;0,40;-0,70;;;;;;;;;;;;;
5,805;-0,18;0,11;-0,44;0,40;-0,70;;;;;;;;;;;;;
5,806;-0,18;0,11;-0,44;0,40;-0,70;;;;;;;;;;;;;
5,807;-0,18;0,11;-0,44;0,41;-0,70;;;;;;;;;;;;;
5,808;-0,18;0,11;-0,44;0,41;-0,70;;;;;;;;;;;;;
5,809;-0,18;0,11;-0,44;0,41;-0,70;;;;;;;;;;;;;
5,810;-0,18;0,11;-0,44;0,41;-0,70;;;;;;;;;;;;;
5,811;-0,18;0,12;-0,44;0,41;-0,70;;;;;;;;;;;;;
5,812;-0,18;0,12;-0,44;0,41;-0,70;;;;;;;;;;;;;
5,813;-0,17;0,12;-0,43;0,42;-0,69;;;;;;;;;;;;;
5,814;-0,17;0,12;-0,43;0,42;-0,69;;;;;;;;;;;;;
5,815;-0,17;0,13;-0,43;0,42;-0,69;;;;;;;;;;;;;
5,816;-0,17;0,13;-0,43;0,42;-0,69;;;;;;;;;;;;;
5,817;-0,17;0,13;-0,43;0,42;-0,69;;;;;;;;;;;;;
5,818;-0,17;0,12;-0,43;0,42;-0,69;;;;;;;;;;;;;
5,819;-0,17;0,12;-0,43;0,41;-0,70;;;;;;;;;;;;;
5,820;-0,17;0,12;-0,44;0,41;-0,70;;;;;;;;;;;;;
5,821;-0,17;0,12;-0,43;0,42;-0,69;;;;;;;;;;;;;
5,822;-0,17;0,12;-0,43;0,42;-0,69;;;;;;;;;;;;;
5,823;-0,17;0,12;-0,43;0,42;-0,69;;;;;;;;;;;;;
5,824;-0,17;0,13;-0,43;0,42;-0,69;;;;;;;;;;;;;
5,825;-0,17;0,13;-0,43;0,42;-0,69;;;;;;;;;;;;;
5,826;-0,17;0,13;-0,43;0,42;-0,69;;;;;;;;;;;;;
5,827;-0,17;0,13;-0,43;0,42;-0,69;;;;;;;;;;;;;
5,828;-0,17;0,13;-0,43;0,43;-0,69;;;;;;;;;;;;;
5,829;-0,16;0,13;-0,42;0,43;-0,68;;;;;;;;;;;;;
5,830;-0,16;0,14;-0,42;0,43;-0,68;;;;;;;;;;;;;
5,831;-0,16;0,14;-0,42;0,43;-0,68;;;;;;;;;;;;;
5,832;-0,16;0,14;-0,42;0,43;-0,68;;;;;;;;;;;;;
5,833;-0,16;0,13;-0,42;0,43;-0,68;;;;;;;;;;;;;
5,834;-0,16;0,13;-0,43;0,43;-0,69;;;;;;;;;;;;;
5,835;-0,17;0,13;-0,43;0,42;-0,69;;;;;;;;;;;;;
5,836;-0,17;0,13;-0,43;0,42;-0,69;;;;;;;;;;;;;
5,837;-0,17;0,13;-0,43;0,42;-0,69;;;;;;;;;;;;;
5,838;-0,17;0,12;-0,43;0,42;-0,69;;;;;;;;;;;;;
5,839;-0,17;0,12;-0,43;0,42;-0,69;;;;;;;;;;;;;
5,840;-0,17;0,12;-0,43;0,42;-0,69;;;;;;;;;;;;;
5,841;-0,17;0,13;-0,43;0,42;-0,69;;;;;;;;;;;;;
5,842;-0,17;0,13;-0,43;0,42;-0,69;;;;;;;;;;;;;
5,843;-0,17;0,12;-0,43;0,42;-0,69;;;;;;;;;;;;;
5,844;-0,17;0,12;-0,43;0,42;-0,69;;;;;;;;;;;;;
5,845;-0,17;0,12;-0,43;0,42;-0,70;;;;;;;;;;;;;
5,846;-0,17;0,13;-0,43;0,42;-0,69;;;;;;;;;;;;;
5,847;-0,18;0,12;-0,44;0,42;-0,70;;;;;;;;;;;;;
5,848;-0,18;0,12;-0,44;0,42;-0,70;;;;;;;;;;;;;
5,849;-0,18;0,12;-0,44;0,42;-0,70;;;;;;;;;;;;;
5,850;-0,18;0,12;-0,44;0,42;-0,70;;;;;;;;;;;;;
5,851;-0,18;0,12;-0,44;0,42;-0,70;;;;;;;;;;;;;
5,852;-0,18;0,12;-0,44;0,42;-0,70;;;;;;;;;;;;;
5,853;-0,18;0,12;-0,44;0,42;-0,70;;;;;;;;;;;;;
5,854;-0,18;0,12;-0,44;0,42;-0,70;;;;;;;;;;;;;
5,855;-0,18;0,12;-0,44;0,42;-0,70;;;;;;;;;;;;;
5,856;-0,17;0,12;-0,44;0,42;-0,70;;;;;;;;;;;;;
5,857;-0,17;0,13;-0,43;0,43;-0,69;;;;;;;;;;;;;
5,858;-0,17;0,12;-0,43;0,42;-0,69;;;;;;;;;;;;;
5,859;-0,17;0,12;-0,43;0,42;-0,69;;;;;;;;;;;;;
5,860;-0,17;0,13;-0,43;0,42;-0,69;;;;;;;;;;;;;
5,861;-0,17;0,13;-0,43;0,42;-0,69;;;;;;;;;;;;;
5,862;-0,18;0,12;-0,44;0,42;-0,70;;;;;;;;;;;;;
5,863;-0,18;0,12;-0,44;0,42;-0,70;;;;;;;;;;;;;
5,864;-0,18;0,12;-0,44;0,42;-0,70;;;;;;;;;;;;;
5,865;-0,18;0,12;-0,44;0,42;-0,70;;;;;;;;;;;;;
5,866;-0,18;0,12;-0,44;0,42;-0,70;;;;;;;;;;;;;
5,867;-0,18;0,12;-0,44;0,42;-0,70;;;;;;;;;;;;;
5,868;-0,17;0,13;-0,43;0,42;-0,69;;;;;;;;;;;;;
5,869;-0,17;0,13;-0,43;0,43;-0,69;;;;;;;;;;;;;
5,870;-0,17;0,13;-0,43;0,43;-0,69;;;;;;;;;;;;;
5,871;-0,17;0,13;-0,43;0,43;-0,69;;;;;;;;;;;;;
5,872;-0,16;0,14;-0,42;0,43;-0,68;;;;;;;;;;;;;
5,873;-0,16;0,14;-0,42;0,44;-0,68;;;;;;;;;;;;;
5,874;-0,16;0,13;-0,43;0,43;-0,69;;;;;;;;;;;;;
5,875;-0,16;0,13;-0,42;0,43;-0,69;;;;;;;;;;;;;
5,876;-0,16;0,14;-0,42;0,43;-0,69;;;;;;;;;;;;;
5,877;-0,16;0,13;-0,42;0,43;-0,69;;;;;;;;;;;;;
5,878;-0,16;0,13;-0,42;0,43;-0,69;;;;;;;;;;;;;
5,879;-0,16;0,13;-0,43;0,43;-0,69;;;;;;;;;;;;;
5,880;-0,17;0,13;-0,43;0,43;-0,69;;;;;;;;;;;;;
5,881;-0,17;0,13;-0,43;0,43;-0,69;;;;;;;;;;;;;
5,882;-0,17;0,13;-0,43;0,43;-0,69;;;;;;;;;;;;;
5,883;-0,17;0,13;-0,43;0,43;-0,69;;;;;;;;;;;;;
5,884;-0,17;0,13;-0,43;0,43;-0,69;;;;;;;;;;;;;
5,885;-0,17;0,13;-0,43;0,43;-0,69;;;;;;;;;;;;;
5,886;-0,16;0,13;-0,43;0,43;-0,69;;;;;;;;;;;;;
5,887;-0,17;0,13;-0,43;0,43;-0,69;;;;;;;;;;;;;
5,888;-0,17;0,13;-0,43;0,43;-0,69;;;;;;;;;;;;;
5,889;-0,17;0,13;-0,43;0,43;-0,69;;;;;;;;;;;;;
5,890;-0,17;0,13;-0,43;0,43;-0,69;;;;;;;;;;;;;
5,891;-0,17;0,13;-0,43;0,43;-0,69;;;;;;;;;;;;;
5,892;-0,17;0,13;-0,43;0,43;-0,69;;;;;;;;;;;;;
5,893;-0,17;0,13;-0,43;0,43;-0,69;;;;;;;;;;;;;
5,894;-0,17;0,13;-0,44;0,42;-0,70;;;;;;;;;;;;;
5,895;-0,18;0,12;-0,44;0,42;-0,70;;;;;;;;;;;;;
5,896;-0,17;0,13;-0,43;0,43;-0,69;;;;;;;;;;;;;
5,897;-0,17;0,13;-0,43;0,43;-0,69;;;;;;;;;;;;;
5,898;-0,17;0,13;-0,43;0,43;-0,69;;;;;;;;;;;;;
5,899;-0,17;0,13;-0,43;0,43;-0,69;;;;;;;;;;;;;
5,900;-0,16;0,14;-0,43;0,43;-0,69;;;;;;;;;;;;;
5,901;-0,16;0,14;-0,42;0,44;-0,68;;;;;;;;;;;;;
5,902;-0,16;0,14;-0,42;0,44;-0,68;;;;;;;;;;;;;
5,903;-0,16;0,14;-0,42;0,44;-0,68;;;;;;;;;;;;;
5,904;-0,16;0,14;-0,42;0,44;-0,68;;;;;;;;;;;;;
5,905;-0,16;0,14;-0,42;0,44;-0,69;;;;;;;;;;;;;
5,906;-0,17;0,13;-0,43;0,43;-0,69;;;;;;;;;;;;;
5,907;-0,17;0,13;-0,43;0,43;-0,69;;;;;;;;;;;;;
5,908;-0,17;0,13;-0,43;0,43;-0,69;;;;;;;;;;;;;
5,909;-0,17;0,13;-0,43;0,43;-0,69;;;;;;;;;;;;;
5,910;-0,17;0,13;-0,43;0,43;-0,69;;;;;;;;;;;;;
5,911;-0,17;0,13;-0,43;0,43;-0,69;;;;;;;;;;;;;
5,912;-0,17;0,13;-0,43;0,43;-0,69;;;;;;;;;;;;;
5,913;-0,17;0,13;-0,44;0,42;-0,70;;;;;;;;;;;;;
5,914;-0,18;0,12;-0,44;0,42;-0,70;;;;;;;;;;;;;
5,915;-0,18;0,12;-0,44;0,42;-0,70;;;;;;;;;;;;;
5,916;-0,18;0,12;-0,44;0,42;-0,70;;;;;;;;;;;;;
5,917;-0,17;0,13;-0,43;0,42;-0,70;;;;;;;;;;;;;
5,918;-0,17;0,13;-0,43;0,43;-0,69;;;;;;;;;;;;;
5,919;-0,17;0,13;-0,43;0,43;-0,69;;;;;;;;;;;;;
5,920;-0,17;0,13;-0,43;0,43;-0,69;;;;;;;;;;;;;
5,921;-0,17;0,12;-0,44;0,42;-0,70;;;;;;;;;;;;;
5,922;-0,18;0,12;-0,44;0,42;-0,70;;;;;;;;;;;;;
5,923;-0,18;0,12;-0,44;0,42;-0,70;;;;;;;;;;;;;
5,924;-0,18;0,12;-0,44;0,42;-0,70;;;;;;;;;;;;;
5,925;-0,18;0,12;-0,44;0,42;-0,70;;;;;;;;;;;;;
5,926;-0,18;0,11;-0,45;0,41;-0,71;;;;;;;;;;;;;
5,927;-0,18;0,12;-0,44;0,42;-0,70;;;;;;;;;;;;;
5,928;-0,18;0,12;-0,44;0,42;-0,70;;;;;;;;;;;;;
5,929;-0,18;0,12;-0,44;0,42;-0,70;;;;;;;;;;;;;
5,930;-0,18;0,12;-0,44;0,42;-0,70;;;;;;;;;;;;;
5,931;-0,18;0,12;-0,44;0,42;-0,70;;;;;;;;;;;;;
5,932;-0,18;0,12;-0,44;0,42;-0,70;;;;;;;;;;;;;
5,933;-0,18;0,12;-0,44;0,42;-0,70;;;;;;;;;;;;;
5,934;-0,18;0,12;-0,44;0,42;-0,70;;;;;;;;;;;;;
5,935;-0,18;0,12;-0,44;0,42;-0,70;;;;;;;;;;;;;
5,936;-0,18;0,12;-0,44;0,42;-0,70;;;;;;;;;;;;;
5,937;-0,17;0,13;-0,44;0,42;-0,70;;;;;;;;;;;;;
5,938;-0,18;0,12;-0,44;0,42;-0,70;;;;;;;;;;;;;
5,939;-0,18;0,12;-0,44;0,42;-0,70;;;;;;;;;;;;;
5,940;-0,18;0,12;-0,44;0,42;-0,70;;;;;;;;;;;;;
5,941;-0,18;0,12;-0,44;0,42;-0,70;;;;;;;;;;;;;
5,942;-0,18;0,12;-0,44;0,42;-0,70;;;;;;;;;;;;;
5,943;-0,18;0,12;-0,44;0,42;-0,70;;;;;;;;;;;;;
5,944;-0,18;0,12;-0,44;0,42;-0,70;;;;;;;;;;;;;
5,945;-0,18;0,12;-0,44;0,42;-0,70;;;;;;;;;;;;;
5,946;-0,18;0,12;-0,44;0,42;-0,70;;;;;;;;;;;;;
5,947;-0,18;0,12;-0,44;0,42;-0,70;;;;;;;;;;;;;
5,948;-0,18;0,12;-0,45;0,42;-0,71;;;;;;;;;;;;;
5,949;-0,19;0,11;-0,45;0,41;-0,71;;;;;;;;;;;;;
5,950;-0,19;0,11;-0,45;0,41;-0,71;;;;;;;;;;;;;
5,951;-0,19;0,11;-0,45;0,41;-0,71;;;;;;;;;;;;;
5,952;-0,19;0,11;-0,45;0,41;-0,71;;;;;;;;;;;;;
5,953;-0,19;0,11;-0,45;0,41;-0,71;;;;;;;;;;;;;
5,954;-0,19;0,11;-0,45;0,41;-0,71;;;;;;;;;;;;;
5,955;-0,19;0,11;-0,45;0,41;-0,71;;;;;;;;;;;;;
5,956;-0,19;0,11;-0,45;0,41;-0,71;;;;;;;;;;;;;
5,957;-0,19;0,11;-0,45;0,41;-0,71;;;;;;;;;;;;;
5,958;-0,19;0,11;-0,45;0,40;-0,72;;;;;;;;;;;;;
5,959;-0,19;0,10;-0,46;0,40;-0,72;;;;;;;;;;;;;
5,960;-0,19;0,10;-0,46;0,40;-0,72;;;;;;;;;;;;;
5,961;-0,19;0,10;-0,46;0,40;-0,72;;;;;;;;;;;;;
5,962;-0,19;0,11;-0,46;0,40;-0,72;;;;;;;;;;;;;
5,963;-0,19;0,11;-0,45;0,41;-0,72;;;;;;;;;;;;;
5,964;-0,19;0,11;-0,45;0,41;-0,71;;;;;;;;;;;;;
5,965;-0,19;0,11;-0,45;0,41;-0,71;;;;;;;;;;;;;
5,966;-0,19;0,11;-0,45;0,41;-0,71;;;;;;;;;;;;;
5,967;-0,19;0,11;-0,45;0,41;-0,71;;;;;;;;;;;;;
5,968;-0,19;0,11;-0,45;0,41;-0,71;;;;;;;;;;;;;
5,969;-0,19;0,11;-0,45;0,41;-0,71;;;;;;;;;;;;;
5,970;-0,19;0,11;-0,45;0,41;-0,71;;;;;;;;;;;;;
5,971;-0,19;0,11;-0,45;0,41;-0,71;;;;;;;;;;;;;
5,972;-0,19;0,11;-0,45;0,41;-0,71;;;;;;;;;;;;;
5,973;-0,19;0,11;-0,45;0,41;-0,71;;;;;;;;;;;;;
5,974;-0,19;0,11;-0,45;0,41;-0,71;;;;;;;;;;;;;
5,975;-0,19;0,11;-0,45;0,41;-0,71;;;;;;;;;;;;;
5,976;-0,19;0,11;-0,45;0,41;-0,71;;;;;;;;;;;;;
5,977;-0,19;0,11;-0,45;0,41;-0,71;;;;;;;;;;;;;
5,978;-0,19;0,11;-0,45;0,41;-0,71;;;;;;;;;;;;;
5,979;-0,19;0,11;-0,46;0,41;-0,72;;;;;;;;;;;;;
5,980;-0,20;0,10;-0,46;0,40;-0,72;;;;;;;;;;;;;
5,981;-0,20;0,10;-0,46;0,40;-0,72;;;;;;;;;;;;;
5,982;-0,20;0,10;-0,46;0,40;-0,72;;;;;;;;;;;;;
5,983;-0,21;0,10;-0,47;0,40;-0,73;;;;;;;;;;;;;
5,984;-0,21;0,09;-0,47;0,39;-0,73;;;;;;;;;;;;;
5,985;-0,21;0,09;-0,47;0,39;-0,73;;;;;;;;;;;;;
5,986;-0,21;0,09;-0,47;0,39;-0,73;;;;;;;;;;;;;
5,987;-0,20;0,09;-0,47;0,39;-0,73;;;;;;;;;;;;;
5,988;-0,20;0,10;-0,46;0,40;-0,73;;;;;;;;;;;;;
5,989;-0,20;0,10;-0,46;0,40;-0,72;;;;;;;;;;;;;
5,990;-0,20;0,10;-0,46;0,40;-0,72;;;;;;;;;;;;;
5,991;-0,20;0,10;-0,47;0,40;-0,73;;;;;;;;;;;;;
5,992;-0,20;0,10;-0,46;0,40;-0,72;;;;;;;;;;;;;
5,993;-0,20;0,10;-0,46;0,40;-0,72;;;;;;;;;;;;;
5,994;-0,20;0,10;-0,46;0,40;-0,72;;;;;;;;;;;;;
5,995;-0,20;0,10;-0,46;0,40;-0,72;;;;;;;;;;;;;
5,996;-0,20;0,10;-0,46;0,40;-0,72;;;;;;;;;;;;;
5,997;-0,20;0,10;-0,46;0,40;-0,72;;;;;;;;;;;;;
5,998;-0,20;0,10;-0,46;0,40;-0,72;;;;;;;;;;;;;
5,999;-0,20;0,10;-0,46;0,40;-0,72;;;;;;;;;;;;;
6,000;-0,20;0,10;-0,46;0,40;-0,72;;;;;;;;;;;;;
6,001;-0,20;0,10;-0,46;0,40;-0,72;;;;;;;;;;;;;
6,002;-0,20;0,10;-0,46;0,40;-0,72;;;;;;;;;;;;;
6,003;-0,20;0,10;-0,46;0,40;-0,72;;;;;;;;;;;;;
6,004;-0,20;0,10;-0,46;0,40;-0,72;;;;;;;;;;;;;
6,005;-0,20;0,10;-0,46;0,40;-0,72;;;;;;;;;;;;;
6,006;-0,20;0,10;-0,46;0,40;-0,72;;;;;;;;;;;;;
6,007;-0,20;0,10;-0,46;0,40;-0,72;;;;;;;;;;;;;
6,008;-0,20;0,10;-0,46;0,40;-0,72;;;;;;;;;;;;;
6,009;-0,19;0,11;-0,45;0,41;-0,72;;;;;;;;;;;;;
6,010;-0,19;0,11;-0,46;0,41;-0,72;;;;;;;;;;;;;
6,011;-0,19;0,11;-0,46;0,41;-0,72;;;;;;;;;;;;;
6,012;-0,20;0,10;-0,46;0,40;-0,72;;;;;;;;;;;;;
6,013;-0,20;0,10;-0,46;0,40;-0,72;;;;;;;;;;;;;
6,014;-0,20;0,10;-0,47;0,40;-0,73;;;;;;;;;;;;;
6,015;-0,20;0,10;-0,47;0,40;-0,73;;;;;;;;;;;;;
6,016;-0,21;0,09;-0,47;0,39;-0,73;;;;;;;;;;;;;
6,017;-0,21;0,09;-0,47;0,39;-0,73;;;;;;;;;;;;;
6,018;-0,21;0,09;-0,47;0,39;-0,73;;;;;;;;;;;;;
6,019;-0,21;0,09;-0,47;0,39;-0,73;;;;;;;;;;;;;
6,020;-0,21;0,09;-0,47;0,39;-0,73;;;;;;;;;;;;;
6,021;-0,21;0,09;-0,47;0,39;-0,73;;;;;;;;;;;;;
6,022;-0,21;0,09;-0,47;0,39;-0,73;;;;;;;;;;;;;
6,023;-0,21;0,09;-0,47;0,40;-0,73;;;;;;;;;;;;;
6,024;-0,21;0,09;-0,47;0,40;-0,73;;;;;;;;;;;;;
6,025;-0,21;0,09;-0,47;0,39;-0,73;;;;;;;;;;;;;
6,026;-0,21;0,09;-0,47;0,39;-0,73;;;;;;;;;;;;;
6,027;-0,21;0,09;-0,47;0,39;-0,73;;;;;;;;;;;;;
6,028;-0,21;0,09;-0,47;0,39;-0,74;;;;;;;;;;;;;
6,029;-0,21;0,09;-0,47;0,39;-0,74;;;;;;;;;;;;;
6,030;-0,21;0,09;-0,48;0,38;-0,74;;;;;;;;;;;;;
6,031;-0,22;0,08;-0,48;0,38;-0,74;;;;;;;;;;;;;
6,032;-0,22;0,08;-0,48;0,38;-0,74;;;;;;;;;;;;;
6,033;-0,21;0,09;-0,47;0,39;-0,74;;;;;;;;;;;;;
6,034;-0,21;0,09;-0,47;0,39;-0,73;;;;;;;;;;;;;
6,035;-0,21;0,09;-0,47;0,39;-0,73;;;;;;;;;;;;;
6,036;-0,20;0,10;-0,47;0,40;-0,73;;;;;;;;;;;;;
6,037;-0,20;0,10;-0,46;0,40;-0,72;;;;;;;;;;;;;
6,038;-0,20;0,10;-0,46;0,40;-0,72;;;;;;;;;;;;;
6,039;-0,20;0,10;-0,46;0,40;-0,73;;;;;;;;;;;;;
6,040;-0,20;0,10;-0,46;0,40;-0,73;;;;;;;;;;;;;
6,041;-0,20;0,10;-0,46;0,40;-0,73;;;;;;;;;;;;;
6,042;-0,20;0,10;-0,47;0,40;-0,73;;;;;;;;;;;;;
6,043;-0,21;0,09;-0,47;0,39;-0,73;;;;;;;;;;;;;
6,044;-0,21;0,09;-0,47;0,39;-0,73;;;;;;;;;;;;;
6,045;-0,21;0,09;-0,47;0,39;-0,73;;;;;;;;;;;;;
6,046;-0,21;0,09;-0,47;0,39;-0,73;;;;;;;;;;;;;
6,047;-0,20;0,10;-0,47;0,40;-0,73;;;;;;;;;;;;;
6,048;-0,20;0,10;-0,47;0,40;-0,73;;;;;;;;;;;;;
6,049;-0,20;0,10;-0,46;0,40;-0,73;;;;;;;;;;;;;
6,050;-0,20;0,10;-0,46;0,40;-0,72;;;;;;;;;;;;;
6,051;-0,20;0,10;-0,46;0,40;-0,73;;;;;;;;;;;;;
6,052;-0,21;0,09;-0,47;0,40;-0,73;;;;;;;;;;;;;
6,053;-0,21;0,09;-0,47;0,39;-0,73;;;;;;;;;;;;;
6,054;-0,21;0,09;-0,48;0,39;-0,74;;;;;;;;;;;;;
6,055;-0,22;0,09;-0,48;0,39;-0,74;;;;;;;;;;;;;
6,056;-0,22;0,08;-0,48;0,39;-0,74;;;;;;;;;;;;;
6,057;-0,21;0,09;-0,47;0,39;-0,74;;;;;;;;;;;;;
6,058;-0,21;0,09;-0,47;0,39;-0,73;;;;;;;;;;;;;
6,059;-0,21;0,09;-0,47;0,39;-0,74;;;;;;;;;;;;;
6,060;-0,21;0,09;-0,47;0,39;-0,73;;;;;;;;;;;;;
6,061;-0,21;0,09;-0,47;0,39;-0,73;;;;;;;;;;;;;
6,062;-0,21;0,09;-0,47;0,39;-0,73;;;;;;;;;;;;;
6,063;-0,21;0,09;-0,47;0,40;-0,73;;;;;;;;;;;;;
6,064;-0,21;0,09;-0,47;0,39;-0,73;;;;;;;;;;;;;
6,065;-0,21;0,09;-0,47;0,40;-0,73;;;;;;;;;;;;;
6,066;-0,21;0,10;-0,47;0,40;-0,73;;;;;;;;;;;;;
6,067;-0,20;0,10;-0,47;0,40;-0,73;;;;;;;;;;;;;
6,068;-0,20;0,10;-0,47;0,40;-0,73;;;;;;;;;;;;;
6,069;-0,20;0,10;-0,46;0,40;-0,73;;;;;;;;;;;;;
